word,phonetic,pos,meaning,example_en,example_zh,tags,difficulty
optimistic,.ɒpti'mistik,adj.,"乐观的, 乐观主义的, 乐天的",,,四级,1
option,'ɒpʃən,n.,"选择权, 挑选, 选项；选项",,,四级,1
optional,'ɒpʃənl,adj.,"可选择的, 随意的；选购的",,,四级,2
oral,'ɒ:rəl,n./adj.,"口试；口头的, 口述的, 口部的",,,四级,1
orbit,'ɒ:bit,n./v.,"轨道, 常轨, 眼眶；绕...轨道而行；进入轨道, 盘旋",,,四级,2
orchestra,'ɒ:kistrə,n.,"管弦乐队, 乐队演奏处",,,四级,1
orderly,'ɒ:dəli,adj./n./adv.,"有秩序的, 整齐的, 值班的；护理员, 清道夫, 传令兵, 勤务兵；依次地, 顺序地",,,四级,2
ordinary,'ɒ:dinəri,adj./n.,"平常的, 普通的, 平凡的；平常的人(或事)",,,四级,1
ore,ɒ:,n.,矿石；矿,,,四级,2
organ,'ɒ:gən,n.,"风琴, 器官, 元件, 机构, 机关；风琴",,,四级,1
organic,ɒ:'gænik,adj.,"器官的, 有机的, 组织的, 根本的；器官的, 有生命的, 有机的, 器质的",,,四级,1
organism,'ɒ:gənizm,n.,"生物, 有机体, 社会组织；生物[体],[有]机体",,,四级,1
organization,.ɒ:gənai'zeiʃən,n.,"组织, 结构, 团体, 体制；组织, 机构, 机化(血栓或坏死组织)",,,四级,1
organize,'ɒ:gənaiz,v.,"组织, 有机化, 给予生机；组织起来",,,四级,1
orient,'ɒ:riənt,n./adj./v.,"东方, 东方诸国；东方的；向东；使朝东, 使适应, 确定方向",,,四级,2
oriental,.ɒ:ri'entl,n./adj.,"东方人, 亚洲人；东方诸国的, 亚洲的, 东方的",,,四级,2
origin,'ɒridʒin,n.,"起源, 起因, 出身, 开端；原点; 起始地址; 信件来源的相关数据",,,四级,1
original,ə'ridʒənl,adj./n.,"最初的, 原始的, 有创意的；原物, 原作",,,四级,1
originate,ə'ridʒineit,v.,"创始, 发明, 发起；发源, 发生, 起航；发自",,,四级,1
ornament,'ɒ:nəmənt,n./v.,"装饰, 点缀品, 教堂用品；装饰, 修饰",,,四级,2
orphan,'ɒ:fən,n./adj./v.,"孤儿；无双亲的, 孤儿的；使成孤儿；弧体",,,四级,2
otherwise,'ʌðəwaiz,adv.,"否则, 不同地, 别的方式",,,四级,1
ought,ɒ:t,v./n.,"应该, 大概；责任",,,四级,1
ounce,auns,n.,"盎司, 少量, 雪豹；英两, Г",,,四级,2
outcome,'autkʌm,n.,"结果, 出口",,,四级,1
outdoor,'autdɒ:,adj.,"户外的, 屋外的, 露天的",,,四级,2
outdoors,'aut'dɒ:z,n./adv.,"户外, 野外活动；在户外, 在野外",,,四级,2
outer,'autə,adj.,"外部的, 外面的, 在外的, 远离中心的；外部的, 外面的, 外侧的",,,四级,1
outlet,'autlet,n.,"出口, 发泄方法, 市场；出口",,,四级,1
outline,'autlain,n./v.,"大纲, 轮廓, 概要；描画轮廓, 描述要点；大纲, 分级, 轮廓；大纲, 分级, 轮廓",,,四级,1
outlook,'autluk,n.,"观点, 景色, 前途, 了望；展望",,,四级,2
output,'autput,n.,"输出, 产品, 产量；输出",,,四级,1
outset,'autset,n.,"着手, 开头, 最初",,,四级,2
outskirt,'autskə:t,n.,"边缘, 郊外, 外围",,,四级,3
outstanding,.aut'stændiŋ,adj.,"杰出的, 突出的, 未偿付的, 未决定的；未解决的, 未偿付",,,四级,1
outward,'autwəd,adj./adv.,"向外的, 表面的, 外服的；向外, 在外, 表面",,,四级,2
outwards,'autwədz,adv.,向外地,,,四级,2
oval,'əuvəl,n./adj.,"椭圆形；卵形的, 椭圆形的",,,四级,2
oven,'ʌvən,n.,"烤箱, 灶, 子宫；烘箱",,,四级,1
overall,'əuvərɒ:l,adj./adv./n.,"全部的, 全体的, 从头至尾的, 一切在内的；从头到尾, 总的说来；罩衫, 工作服",,,四级,1
overcoat,'əuvəkəut,n.,外套大衣,,,四级,2
overcome,.əuvə'kʌm,v.,"战胜, 克服, 胜过；得胜",,,四级,1
overdue,'əuvə'dju:,adj.,"过期的, 未兑的, 迟到的, 早就成熟的；过期未付的",,,四级,2
overhead,'əuvəhed,n./adj./adv.,"经常开支, 普通用费, 天花板；在头上的, 高架的；在头顶上, 在空中, 在高处, 从头到脚全部没入地；总开销; 额外开销",,,四级,2
overlook,.əuvə'luk,v./n.,"俯瞰, 远眺, 没注意到；眺望, 俯瞰到的景色",,,四级,1
overnight,'əuvənait,n./adj./adv.,"前一天晚上, 一夜的逗留；通宵的, 晚上的, 前夜的；在前一夜, 整夜, 昨晚一晚上",,,四级,1
overseas,'əuvə'si:z,adj./adv.,"海外的, 国外的；在海外, 在国外",,,四级,1
overtake,.əuvə'teik,v.,"赶上, 突然降临于, 压倒, 代替",,,四级,2
overtime,'əuvətaim,n./adj./adv./v.,"超时, 加班, 延长时间；超时的, 加班的；加班地；使超过时间",,,四级,2
owe,əu,v.,"亏欠, 负...债, 归功于, 怀有, 应给予, 感恩；欠钱",,,四级,1
owing,'əuiŋ,adj.,"未付的, 亏欠的, 受惠的, 归因于...的；应付的, 欠着的, 未付的",,,四级,2
owl,aul,n.,猫头鹰；走私,,,四级,1
owner,'əunə,n.,"拥有者, 物主, 所有人；所有者, 物主, 业主",,,四级,1
ownership,'əunəʃip,n.,"所有权, 物主身份；所有权, 所有制",,,四级,1
ox,ɒks,n.,牛,,,四级,2
oxygen,'ɒksədʒən,n.,氧；氧O-2,,,四级,1
pace,peis,n./v.,"速度, 步调, 步法；踱步, 缓慢走；用步测, 踱步于",,,四级,1
pacific,pə'sifik,n./adj.,"太平洋；太平洋的, 太平洋沿岸的, 爱好和平的, 安静的, 平息的",,,四级,1
pack,pæk,n./v.,"包裹, 一伙, 一副, 背包, 包装；包装, 捆扎, 塞满, 压紧, 挑选；包装货物, 挤, 群集, 被包装；压缩",,,四级,1
package,'pækidʒ,n./v./adj.,"包裹, 套装软件, 包, 包装用物, 程序包；包装, 打包；一揽子的；包, 软件包, 包装",,,四级,1
packet,'pækit,n./v.,"小包, 一批信件, 大量, 信息包；打包, 装进小包；分组, 分组报文, 数据分组",,,四级,1
pad,pæd,n./v.,"填补, 衬垫, 印色盒, 路；填补, 走, 夸大；步行；焊接点; 包装配/拆卸",,,四级,2
pail,peil,n.,"桶, 提桶",,,四级,2
pain,pein,n./v.,"痛苦, 疼痛, 辛苦；使痛苦, 痛苦；作痛, 疼",,,四级,1
painful,'peinful,adj.,"痛苦的, 困难的, 令人烦恼的；疼痛的",,,四级,1
paint,peint,n./v.,"油漆, 颜料, 绘画作品, 涂漆；油漆, 绘, 画, 描绘, 装饰, 点缀；绘画, 涂漆",,,四级,1
painter,'peintə,n.,"画家, 油漆匠；油漆匠, 喷漆匠",,,四级,1
painting,'peintiŋ,n.,"画, 绘画, 油漆；涂漆",,,四级,1
pale,peil,n./adj./v.,"栅栏, 界线, 范围；苍白的, 暗淡的, 无力的；变苍白, 变暗, 失色；使变苍白, 使失色, 用栅栏围",,,四级,1
palm,pɑ:m,n./v.,"手掌, 棕榈, 胜利；与...握手, 藏...于掌中",,,四级,1
pan,pæn,n./v.,"平锅, 浅盘, 盆地, 硬土层, 拍摄全景；上下左右移动, 摇镜头, 淘洗, 淘金",,,四级,1
panda,'pændə,n.,"大熊猫, 小熊猫",,,四级,2
pane,pein,n./v.,"窗玻璃, 方框, 方格, 窗格；嵌窗玻璃于；窗格",,,四级,2
panel,'pænl,n./v.,"嵌板, 仪表板, 专题讨论小组, 全体陪审员；嵌镶板",,,四级,1
pant,pænt,n./v.,"喘息, 悸动；喘息, 渴望；气喘吁吁地说",,,四级,2
pants,pænts,n.,"裤子, 长裤, 短衬裤, 女式运动短裤",,,四级,2
parade,pə'reid,n./v.,"游行, 炫耀, 阅兵；游行, 炫耀, (使)列队行进",,,四级,1
paradise,'pærədais,n.,"天堂, 乐园, 伊甸园",,,四级,2
paragraph,'pærəgrɑ:f,n./v.,"段落, 短评；将...分段, 分段落；写短讯；段落",,,四级,1
parallel,'pærəlel,n./adj./v.,"平行, 对比, 相匹敌之物；平行的, 相似的；与...平行, 与...相似, 相比, 使平行；并联; 并行",,,四级,1
parcel,'pɑ:sl,n./v./adj./adv.,"包裹, 部分, 片；分配, 打包；部分的；局部地",,,四级,1
parliament,'pɑ:ləmənt,n.,"国会, 议会；会议, 国会, 议院",,,四级,1
parlor,'pɑ:lə,n./adj.,"客厅, 会客室, 小店；客厅的",,,四级,2
part,pɑ:t,n./v./adj./adv.,"部分, 局部, 零件, 要素, 等分, 职责, 角色, 部位；分开, 分离, 断绝, 区别, 分配；分开, 断裂, 分手；部分的, 局部的；部分地, 有些",,,四级,1
partial,'pɑ:ʃəl,adj./n.,"部分的, 偏袒的, 偏爱的；分音",,,四级,1
partially,'pɑ:ʃəli,adv.,"部分地, 一部分地, 不公平地",,,四级,1
participate,pɑ:'tisipeit,v.,"参加, 分享, 参与, 带有；分享, 分担",,,四级,1
particle,'pɑ:tikl,n.,"颗粒, 粒子, 质点, 极小量；粒子; 质点",,,四级,1
particular,pə'tikjulə,n./adj.,"一项(或条、点), 个别项目, 详细说明；特别的, 独有的, 挑剔的, 详尽的",,,四级,1
particularly,pə'tikjjləli,adv.,"特别, 格外, 尤其, 详细地, 细致地",,,四级,1
partly,'pɑ:tli,adv.,"部分地, 在一定程度上",,,四级,1
partner,'pɑ:tnə,n./v.,"合伙人, 股东, 伙伴, 伴侣；与...合伙, 组成一对；做伙伴, 当助手",,,四级,1
passenger,'pæsindʒə,n.,"乘客, 旅客；乘客, 旅客",,,四级,1
passion,'pæʃən,n.,"激情, 酷爱, 热爱, 强烈感情, 耶稣受难(故事)",,,四级,1
passive,'pæsiv,adj.,"消极的, 被动的, 冷漠的, 顺从的, 无源的；被动的",,,四级,1
paste,peist,n./v.,"面团, 面食, 浆糊, 糊状物, 粘贴, 用拳重击；用浆糊粘, 张贴, 狠狠地打；粘贴",,,四级,2
pastime,'pæstaim,n.,"消遣, 娱乐, 游戏",,,四级,2
pat,pæt,n./v./adv./adj.,"轻拍；轻拍；适时, 正好, 恰好, 毫不迟疑, 熟记地；恰好的, 合适的, 熟练的, 坚定的, 人为的",,,四级,1
patch,pætʃ,n./v.,"片, 补缀, 碎片, 斑, 傻瓜；补缀, 掩饰, 拼凑, 平息；修补; 拼凑",,,四级,1
path,pɑ:θ,n.,"路径, 小路, 道路, 途径, 路线, 轨道；路径; DOS内部命令:设定DOS读取程序的路径",,,四级,1
patience,'peiʃəns,n.,"耐性, 忍耐",,,四级,1
patient,'peiʃənt,n./adj.,"病人, 承受者；忍耐的, 容忍的, 有耐性的, 坚忍的",,,四级,1
pattern,'pætən,n./v.,"模范, 典型, 式样, 样品, 图案, 格调, 模式；模仿, 仿造, 以图案装饰；形成图案；模式, 图案",,,四级,1
pause,pɒ:z,n./v.,"暂停, 中止, 停顿, 间歇, 踌躇, 休止符；暂停, 中止, 停顿, 踌躇；DOS内部命令:暂时停止批处理文件的执行",,,四级,1
pave,peiv,v.,"铺设, 安排, 铺满, 为...铺路；铺设",,,四级,2
pavement,'peivmənt,n.,"路面, 人行道, 铺面路, 铺路材料",,,四级,1
paw,pɒ:,n./v.,"爪；以蹄扒地, 用爪子抓, 拼命抓, 向...乱抓, 笨拙地使用, 费力地前进",,,四级,2
payment,'peimənt,n.,"付款, 支付的款项(或实物), 偿还, 报应, 惩罚；支付, 缴纳, 支付款额",,,四级,1
pea,pi:,n.,"豌豆, 似豌豆的东西",,,四级,2
peace,pi:s,n./v.,"和平, 和约, 治安, 和睦, 安宁, 静寂；安静下来, 不作声",,,四级,1
peaceful,'pi:sful,adj.,"平静的, 和平的, 和平时期的, 爱好和平的, 喜爱安静的；和平的, 爱好和平的, 和平时期的",,,四级,1
peach,pi:tʃ,n./v.,"桃子, 桃树, 桃色, 美人儿, 极好的事物；告发；告密, 检举",,,四级,2
peak,pi:k,n./adj./v.,"山峰, 巅, 山顶, 顶点, 尖峰, 帽舌；最高的, 最大值的；到达最高点, 消瘦, 变憔悴, 逐渐缩小；使竖起, 使达到最高点",,,四级,1
pear,pєə,n.,"梨子, 梨树, 梨木；梨木",,,四级,2
pearl,pə:l,n./v.,"珍珠, 珠灰色, 杰出者, 珍贵之物；用珍珠镶, 使成珠状；成珠子状, 采珍珠, 用珍珠做",,,四级,2
peasant,'peznt,n.,"农夫, 乡下人",,,四级,1
pebble,'pebl,n.,"小圆石, 小鹅卵石, 水晶透镜, 碎石花纹；小石",,,四级,2
peculiar,pi'kju:ljə,adj./n.,"奇特的, 罕见的, 特殊的, 特别的；特有财产, 特权",,,四级,1
peel,pi:l,n./v.,"皮, 外壳；削...皮, 剥去...的壳；蜕皮, 剥落, 脱皮, 脱去衣服",,,四级,2
peep,pi:p,n./v.,"一瞥, 偷看, 不完全的景象, 初现, 吱吱声, 嘀咕抱怨声, 汽车喇叭声；窥视, 出现, 吱吱叫；使隐约显现",,,四级,2
penetrate,'penitreit,v.,"穿透, 刺穿, 渗透, 看穿, 洞察, 了解, 使充溢；刺入, 看穿, 渗透, 打进",,,四级,2
peninsula,pi'ninsjulə,n.,"半岛, 突出的地方, 伊比利亚半岛",,,四级,2
penny,'peni,n.,"便士, 一分, 小钱, 点滴；便士",,,四级,1
pension,'penʃən,n./v.,"养老金, 退休金, 津贴, 年金, 抚恤金, 膳宿学校, 膳宿费；发给退休金, 用津贴拉拢",,,四级,1
pepper,'pepə,n.,"胡椒粉, 胡椒, 辣椒；胡椒; 辣椒; 花椒",,,四级,2
perceive,pə'si:v,v.,"感觉, 认知, 理解, 意识到",,,四级,1
percent,pə'sent,n.,"百分比, 百分数, 部分；百分率",,,四级,1
percentage,pə'sentidʒ,n.,"百分比, 比率, 部分, 可能性；百分比",,,四级,1
perfectly,'pə:fiktli,adv.,"完全地, 无瑕疵地, 完整地",,,四级,1
perform,pə'fɒ:m,v.,"进行, 履行, 完成, 执行, 表演；行动, 工作, 执行, 演出",,,四级,1
performance,pə'fɒ:məns,n.,"施行, 工作情况, 成绩, 行为, 表现, 演出；绩效, 性能",,,四级,1
perfume,'pə:fju:m,n./v.,"香水, 香气, (悦人的)气氛, 美名；洒香水于, 薰香, 使充满香气",,,四级,2
perhaps,pə'hæps,adv.,"也许, 大概",,,四级,1
period,'piəriəd,n./adj./int.,"时期, 节段, 节, 句点, 学时, 周期；当时特有的, 过去某段时期的；就是这话, 就是这么回事",,,四级,1
permanent,'pə:mənənt,adj./n.,"永久的, 不变的, 固定的, 持久的；烫发；永久的",,,四级,1
permanently,'p\\\\:məntli,adv.,"永久, 不变, 持久；永久性的",,,四级,1
permission,pə'miʃən,n.,"许可, 允许；许可, 认可",,,四级,1
permit,pə'mit,n./v.,"许可证, 许可, 执照, 通行证；允许, 容许, 可能, 使放手做；容许, 给以机会, 提供可能",,,四级,1
persist,pə'sist,v.,"坚持, 固执, 持续, 坚称；持续",,,四级,1
personal,'pə:snl,adj.,"私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的；人的; 个人的, 自身的",,,四级,1
personality,.pə:sə'næliti,n.,"个性, 人格, (团体、地方、国家)特有特性, 名人；人格; 个性",,,四级,1
personnel,.pə:sə'nel,n.,"人员, 人事部门, 人事科(处)；人事, 全体人员, 职工",,,四级,1
perspective,pə'spektiv,n./adj.,"远景, 透视感, (观察问题的)视角, 透视法, 看法, 透视图；透视的, 透视法的；透视",,,四级,1
persuade,pə'sweid,v.,"劝, 使相信, 恳求, 敦促, 说服；劝服, 被说服",,,四级,1
pessimistic,.pesi'mistik,adj.,"悲观的, 厌世的, 悲观主义的",,,四级,2
pet,pet,n./adj./v.,"宠物, 受宠爱的人, 宠坏的孩子, 不悦, 生气；宠爱的, 表示亲昵的, 养着观赏的, 特别珍爱的, 格外的；宠爱, 溺爱, 抚摸；拥抱, 爱抚, 生气, 发脾气",,,四级,1
petrol,'petrəl,n.,"汽油；汽油, 挥发油, 石油",,,四级,1
petroleum,pə'trəuliəm,n.,石油；石油,,,四级,2
phase,feiz,n./v.,"时期, 局面, 方面, 位相, 相, 阶段；使调整相位, 使定相, 使一致, 逐步执行, 实行；阶段",,,四级,1
phenomenon,fi'nɒminən,n.,"现象, 迹象, 表现, 奇迹, 奇才；现象",,,四级,1
philosopher,fi'lɒsəfə,n.,"哲学家, 哲人, 思想开创人, 达观的人；哲学家, 哲学研究者",,,四级,1
philosophy,fi'lɒsəfi,n.,"哲学, 人生观, 哲学思想, 哲理, 基本原理, 见解, 达观, 沉着",,,四级,1
phone,fəun,n./v.,"电话, 受话器, 耳机；打电话给；打电话",,,四级,1
photograph,'fəutəgrɑ:f,n./v.,"相片, 照片, 逼真的描绘；照相, 摄影",,,四级,1
photographic,.fəutə'græfik,adj.,"照相的, 摄影用的, 详细记录的, 逼真的, 酷似的",,,四级,2
phrase,freiz,n./v.,"惯用语, 词组, 成语, 措词, 乐句；用短语表达, 把(乐曲)分成短句；短语",,,四级,1
physical,'fizikl,adj./n.,"身体的, 物质的, 自然的, 物理学的, 好色的；体格检查",,,四级,1
physician,fi'ziʃən,n.,"医师, 内科医师, 解除痛苦者；主治医师",,,四级,2
physicist,'fizisist,n.,"物理学家, 机械唯物论者, 自然科学家；菲西克氏手术(虹膜圆片切除)",,,四级,2
physics,'fiziks,n.,"物理学, 物理过程, 物理现象；物理; 物理学",,,四级,1
picnic,'piknik,n./v.,"野餐, 远足, 愉快的经历；去野餐, 远足",,,四级,2
pie,pai,n.,"馅饼, 财富, 总额, 贪污受贿, 杂乱, 喜鹊；饼图",,,四级,1
pierce,piəs,v.,"刺穿, 穿透, 打眼于, 洞悉, (声音)响彻, (亮光)照进, 深深地打动；刺入, 穿入, 透入, 进入",,,四级,2
pig,pig,n./v.,"猪, 猪肉, 贪婪的人, 猪一样的人；生小猪, 象猪般地生活",,,四级,1
pigeon,'pidʒin,n.,"鸽子, 易上当受骗的人, 年轻女子",,,四级,2
pile,pail,n./v.,"堆, 大堆, 大厦, 建筑群, 电池, 大量, 桥桩, 软毛, 痔疮；堆起, 堆积, 积累, 挤, 猛烈攻击；堆于, 累积, 堆叠, 打桩于, 用桩支撑",,,四级,1
pill,pil,n./v.,"药丸, 弹丸, 屈辱, 胡说；做成药丸, 形成丸状, 服药丸, 挫败, 抢劫",,,四级,1
pillar,'pilə,n.,"柱子, 栋梁, 台柱, 重要的支持者；柱, 脚",,,四级,2
pillow,'piləu,n./v.,"枕头, 靠垫, 枕状岩；作...的枕头, 垫, 枕于；靠在枕上",,,四级,2
pilot,'pailət,n./v./adj.,"飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人；领航, 驾驶, 引导, 试用；引导的, 控制的, 试点的；引导",,,四级,1
pin,pin,n./v./adj.,"大头针, 针, 别针, 栓, 销子, 图钉, 插头, 管脚, 品(液量单位)；将...用针别住, 钉住, 压住, 牵制, 使不能动, 归罪于；针的, 销子的, 闩的",,,四级,1
pinch,pintʃ,n./v.,"捏, 拧, 撮, 少量, 收缩, 挤压, 夹痛, 苦恼, 逮捕, 指控, 匮乏, 紧急关头；捏, 拧, 掐, 挤压, 修剪, 使困苦, 使萎缩, 节制, 少量加入, 逮捕, 勒索；收缩, 节省, 挤压, 引起苦恼",,,四级,2
pine,pain,n./v.,"松树, 松木；消瘦, 憔悴, 痛苦, 怀念, 渴望；邮件程序",,,四级,2
pink,piŋk,n./adj./v.,"粉红色, 石竹花, 化身, 典范, 头面人物, 极度；粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的；刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色；变粉红色",,,四级,1
pint,paint,n.,"品脱(干量或液量的单位)；量磅, 品脱",,,四级,1
pipe,paip,n./v.,"管, 导管, 输送管, 管状器官, 声带, 尖细的声音, 烟斗, 笛, 管乐器；以管输送, 吹哨子, 吹奏, 尖声唱；吹笛, 尖叫, 吹长哨发令；管道",,,四级,1
pipeline,'paiplain,n.,"管道, 传递途径；管路; 管线",,,四级,2
pistol,'pistl,n./v.,"手枪, 信号枪；以手枪杀死(或伤害)",,,四级,2
pit,pit,n./v.,"深坑, 矿井, 果核, 地窖, 深渊, 绝境, 陷阱；窖藏, 使凹下, 使有麻点, 去...之核, 使留疤痕, 使相斗, 使竞争；起凹点, 凹陷",,,四级,1
pitch,pitʃ,n./v.,"程度, 坡度, 顶点, 前倾, 倾斜, 投掷, 音高, 螺距, 节距, 摊位, 树脂, 沥青；投, 掷, 向前倾跌, 扎营, 竭力推销, 为...定调, 定位于, 用沥青涂；搭帐篷, 投掷, 向前跌, 猛然摔倒, 坠落, 倾斜；孔距",,,四级,1
plain,plein,n./adj./adv.,"平原, 草原, 朴实无华的东西, 无格式；简单的, 明白的, 平常的, 不好看的, 朴素的, 清晰的, 普通的, 平坦的, 十足的；清楚地, 显然地；无格式",,,四级,1
planet,'plænit,n.,"行星, 命运星辰, 杰出的人, 重大影响的事",,,四级,1
plantation,plæn'teiʃən,n.,"种植园, 大农场, 植树造林, 新开垦地；栽植(如牙或其他组织的植入、再植和移植)",,,四级,2
plaster,'plæstə,n./v.,"石膏, 灰泥, 安慰(缓解)用品, 膏药；涂以灰泥, 敷以膏药, 掩饰, 使平服, 彻底击败, 减轻, 粘贴",,,四级,2
plastic,'plæstik,n./adj.,"塑料, 可塑体, 可塑性物质；塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的",,,四级,1
platform,'plætfɒ:m,n.,"站台, 月台, 讲台, 论坛, 平台；平台",,,四级,1
player,'pleiə,n.,"竞赛者, 上场队员, 游戏者, 演员；交易者",,,四级,1
playground,'pleigraund,n.,"运动场, 操场, 度假胜地, 活动场所",,,四级,2
pleasant,'pleznt,adj.,"愉快的, 可爱的, 活泼的, 亲切的",,,四级,1
plentiful,'plentiful,adj.,"许多的, 丰富的, 丰饶的",,,四级,2
plenty,'plenti,n./adj.,"充分, 很多, 丰富；很多的, 足够的, 丰富的",,,四级,1
plot,plɒt,n./v.,"小块土地, 地区图, 图, 阴谋, 情节；划分, 绘图, 密谋；密谋, 策划；绘制",,,四级,1
plough,plau,n./v.,"犁, 犁过的地；用犁耕田, 开路；耕, 犁, 开路",,,四级,2
pluck,plʌk,n./v.,"勇气, 猛拉, 动物内脏；摘, 猛拉, 拔, 拉, 扯, 采；拉, 拽",,,四级,2
plug,plʌg,n./v.,"塞子, 栓, 插头；插入, 塞住, 接插头；被塞住",,,四级,2
plunge,plʌndʒ,n./v.,"钻进, 跳进, 跳水, 跳水池, 猛跌, 落下, 投入, 开始从事, 盲目投资；投入, 投身于, 跳进, 陷入, 下降；使投入, 使插入, 使陷入, 使遭受",,,四级,1
plural,'pluərəl,n./adj.,"复数；复数的, 两个以上的",,,四级,2
plus,plʌs,prep./adj./n.,"加上, 加, 外加；正的, 附加的；正号, 加号, 附加额, 正数, 增益；正差",,,四级,1
pocket,'pɒkit,n./v./adj.,"口袋, 钱袋, 钱, 容器；装...在口袋里, 隐藏, 抑制, 私吞, 搁置, 击...入袋；袖珍的, 小型的, 压缩的, 金钱上的",,,四级,1
poem,'pəuim,n.,"诗, 诗般美的事物",,,四级,1
poet,'pəuit,n.,诗人,,,四级,1
poetry,'pəuitri,n.,"诗, 韵文, 诗歌艺术",,,四级,1
point,pɒint,n./v.,"点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位；弄尖, 强调, 指出, 加标点于, 瞄准；指, 指向, 表明",,,四级,1
poison,'pɒizn,n./v.,"毒药, 毒, 毒物, 有毒害的事物；毒害, 毒杀, 使中毒；放毒, 下毒",,,四级,2
poisonous,'pɒizənəs,adj.,"有毒的, 恶毒的, 讨厌的；有毒的",,,四级,2
poke,pəuk,n./v.,"刺, 戳, 袋子；戳, 捅, 拨弄, 刺；戳, 刺, 捅, 搜索, 伸出, 行动散慢；存数",,,四级,2
pole,pəul,n./v.,"波兰人, 极点, 磁极, 电极, 杆, 竿, 相反的极端；用竿支撑；撑篙",,,四级,1
police,pə'li:s,n./v.,"警察, 警察当局, 治安；维持治安, 管辖",,,四级,1
policy,'pɒlisi,n.,"政策, 方针, 策略, 保险单；凭单, 保险单",,,四级,1
polish,'pɒliʃ,adj./n./v.,"波兰的；波兰人, 上光剂, 光泽, 优雅；擦亮, 擦去, 使完美；擦亮, 变得光亮",,,四级,1
political,pə'litikl,adj.,"政治的, 政治上的, 政党的, 从事政治的；政治的, 政治上的, 党派政治的",,,四级,1
politician,.pɒli'tiʃən,n.,"政客, 政治家, 从事党派政治的人；政客, 政治家",,,四级,1
politics,'pɒlitiks,n.,"政治, 政治学, 政见, 政治活动；政治, 政治学, 政纲",,,四级,1
poll,pəul,n./v./adj.,"投票, 民意测验, 选举投票, 投票数, 一组人中的一个, 头颈和后脑部, 鹦鹉；对...进行民意测验, 获得...票, 剪树枝, 轮询；投票；剪过毛的, 修过枝的；轮询",,,四级,1
pollute,pə'lu:t,v.,"污染, 弄脏, 玷污；污染",,,四级,2
pollution,pə'lu:ʃən,n.,"污染, 玷污；污染",,,四级,1
pond,pɒnd,n./v.,池塘；筑成池塘,,,四级,1
pool,pu:l,n./v.,"池, 水塘, 石油层, 联营；合伙经营, 共享, 采掘, 汇聚成；汇合成塘, 淤积, 联营",,,四级,1
pop,pɒp,n./adj./v./adv.,"砰然声, 枪击, 含气饮料, 流行音乐, 通俗艺术；流行的, 热门的, 通俗的；使发出爆裂声, 开枪打, 突然伸出；发出爆裂声, 射击, 突然出现, 瞪大；突然, 砰地；出现点, 邮局协议",,,四级,1
popular,'pɒpjulə,adj.,"通俗的, 流行的, 受欢迎的, 大众的, 人民的, 普及的；大众的, 通俗的, 普及的",,,四级,1
population,.pɒpju'leiʃən,n.,"人口, 人口数；群体; 总体",,,四级,1
porch,pɒ:tʃ,n.,"门廊, 走廊",,,四级,2
porridge,'pɒ:ridʒ,n.,"粥, 糊",,,四级,2
port,pɒ:t,n./v.,"港口, 埠, 舱门, 避风港, 左舷, 炮眼, 姿势, 意义；左转舵, 持(枪)；左转舵；端口, 移植",,,四级,1
portable,'pɒ:təbl,adj.,"可携带的, 可搬运的, 可移动的；可移植的",,,四级,2
porter,'pɒ:tə,n.,"大楼管理员, 门房, 搬运工人, 侍者, 服务员；搬运车; 搬运工人",,,四级,2
portion,'pɒ:ʃən,n./v.,"部分, 一份, 命运, 嫁妆；分配, 给...嫁妆",,,四级,1
portrait,'pɒ:treit,n.,"肖像, 人像, 半身像, 描写, 竖排格式；纵向",,,四级,1
portuguese,.pɒ:tju'gi:z,n./adj.,"葡萄牙人, 葡萄牙语；葡萄牙的, 葡萄牙人的, 葡萄牙语的",,,四级,2
pose,pəuz,n./v.,"姿势, 姿态, 装模作样, 伪装；摆姿势, 装模作样, 假装；使摆好姿势, 提出, 造成",,,四级,1
position,pə'ziʃən,n./v.,"位置, 地位, 身分, 形势, 姿势, 立场, 职位, 状态, 阵地；安置, 决定...的位置；位置",,,四级,1
positive,'pɒzitiv,adj.,"肯定的, 积极的, 有把握的；正的, 阳性的",,,四级,1
possess,pə'zes,v.,"持有, 占有, 拥有, 克制, 支配, 迷住；持有, 占有, 具有",,,四级,1
possession,pə'zeʃən,n.,"拥有, 占有, 所有, 财产, 领土, 领地, 自制, 着迷；占有, 持有",,,四级,1
possibility,.pɒsə'biliti,n.,"可能性, 可能的事；可能性, 可能发生的事, 不确定权",,,四级,1
possibly,'pɒsəbli,adv.,"可能, 也许",,,四级,1
postage,'pəustidʒ,n.,"邮资；邮费, 邮资",,,四级,2
postman,'pəustmən,n.,"邮递员；邮递员, 理财法庭的高级律师",,,四级,2
postpone,pəust'pəun,v.,"延迟, 使延期, 缓办, 搁延；延缓, 延缓发作",,,四级,2
