word,phonetic,pos,meaning,example_en,example_zh,tags,difficulty
ordinary,'ɒ:dinəri,adj./n.,"平常的, 普通的, 平凡的；平常的人(或事)",,,六级,1
ore,ɒ:,n.,矿石；矿,,,六级,2
organ,'ɒ:gən,n.,"风琴, 器官, 元件, 机构, 机关；风琴",,,六级,1
organic,ɒ:'gænik,adj.,"器官的, 有机的, 组织的, 根本的；器官的, 有生命的, 有机的, 器质的",,,六级,1
organism,'ɒ:gənizm,n.,"生物, 有机体, 社会组织；生物[体],[有]机体",,,六级,1
organization,.ɒ:gənai'zeiʃən,n.,"组织, 结构, 团体, 体制；组织, 机构, 机化(血栓或坏死组织)",,,六级,1
organize,'ɒ:gənaiz,v.,"组织, 有机化, 给予生机；组织起来",,,六级,1
orient,'ɒ:riənt,n./adj./v.,"东方, 东方诸国；东方的；向东；使朝东, 使适应, 确定方向",,,六级,2
oriental,.ɒ:ri'entl,n./adj.,"东方人, 亚洲人；东方诸国的, 亚洲的, 东方的",,,六级,2
orientation,.ɒ:rien'teiʃən,n.,"定方位, 适应, 向东方；方向；方向",,,六级,2
origin,'ɒridʒin,n.,"起源, 起因, 出身, 开端；原点; 起始地址; 信件来源的相关数据",,,六级,1
original,ə'ridʒənl,adj./n.,"最初的, 原始的, 有创意的；原物, 原作",,,六级,1
originate,ə'ridʒineit,v.,"创始, 发明, 发起；发源, 发生, 起航；发自",,,六级,1
ornament,'ɒ:nəmənt,n./v.,"装饰, 点缀品, 教堂用品；装饰, 修饰",,,六级,2
ornamental,.ɒ:nə'mentl,n./adj.,"装饰物, 观赏植物；装饰性的, 装饰的, 观赏用的",,,六级,2
orphan,'ɒ:fən,n./adj./v.,"孤儿；无双亲的, 孤儿的；使成孤儿；弧体",,,六级,2
orthodox,'ɒ:θədɒks,adj.,"正统的, 传统的, 惯常的",,,六级,2
otherwise,'ʌðəwaiz,adv.,"否则, 不同地, 别的方式",,,六级,1
ought,ɒ:t,v./n.,"应该, 大概；责任",,,六级,1
ounce,auns,n.,"盎司, 少量, 雪豹；英两, Г",,,六级,2
outbreak,'autbreik,n.,"爆发, 暴动；暴发",,,六级,2
outcome,'autkʌm,n.,"结果, 出口",,,六级,1
outcry,'autkrai,n./v.,"尖叫, 倒彩, 强烈抗议, 喊价；喊叫；叫得比...响",,,六级,2
outdoor,'autdɒ:,adj.,"户外的, 屋外的, 露天的",,,六级,2
outdoors,'aut'dɒ:z,n./adv.,"户外, 野外活动；在户外, 在野外",,,六级,2
outer,'autə,adj.,"外部的, 外面的, 在外的, 远离中心的；外部的, 外面的, 外侧的",,,六级,1
outermost,'autəməust,adj.,"最外面的, 最远离中心的",,,六级,2
outlaw,'autlɒ:,n./v.,"被剥夺法律保护的人, 罪犯；使...失去法律保护, 将...逐出社会, 宣告非法, 取缔",,,六级,2
outlet,'autlet,n.,"出口, 发泄方法, 市场；出口",,,六级,1
outline,'autlain,n./v.,"大纲, 轮廓, 概要；描画轮廓, 描述要点；大纲, 分级, 轮廓；大纲, 分级, 轮廓",,,六级,1
outlook,'autluk,n.,"观点, 景色, 前途, 了望；展望",,,六级,2
output,'autput,n.,"输出, 产品, 产量；输出",,,六级,1
outrage,'autreidʒ,n./v.,"暴行, 侮辱, 愤怒；凌辱, 虐待, 触犯",,,六级,2
outset,'autset,n.,"着手, 开头, 最初",,,六级,2
outskirt,'autskə:t,n.,"边缘, 郊外, 外围",,,六级,3
outstanding,.aut'stændiŋ,adj.,"杰出的, 突出的, 未偿付的, 未决定的；未解决的, 未偿付",,,六级,1
outward,'autwəd,adj./adv.,"向外的, 表面的, 外服的；向外, 在外, 表面",,,六级,2
outwards,'autwədz,adv.,向外地,,,六级,2
oval,'əuvəl,n./adj.,"椭圆形；卵形的, 椭圆形的",,,六级,2
oven,'ʌvən,n.,"烤箱, 灶, 子宫；烘箱",,,六级,1
overall,'əuvərɒ:l,adj./adv./n.,"全部的, 全体的, 从头至尾的, 一切在内的；从头到尾, 总的说来；罩衫, 工作服",,,六级,1
overcoat,'əuvəkəut,n.,外套大衣,,,六级,2
overcome,.əuvə'kʌm,v.,"战胜, 克服, 胜过；得胜",,,六级,1
overestimate,.əuvər'estimeit,v./n.,"评价过高, 过高估价；估计过高, 评价过高",,,六级,2
overflow,.əuvə'fləu,n./v.,"溢值, 超值, 泛滥；(使)泛滥, (使)溢出, (使)充溢；上溢; 溢出",,,六级,2
overhang,.əuvə'hæŋ,n./v.,"突出部份, 悬垂部份；悬于...之上, (危险等)逼近；悬垂, 逼近",,,六级,2
overhead,'əuvəhed,n./adj./adv.,"经常开支, 普通用费, 天花板；在头上的, 高架的；在头顶上, 在空中, 在高处, 从头到脚全部没入地；总开销; 额外开销",,,六级,2
overhear,.əuvə'hiə,v.,"无意中听到, 偷听",,,六级,2
overlap,.əuvə'læp,n./v.,"重叠, 重复, 部分的同时发生；重叠, 重复, 与...同时发生；迭盖, 部分的同时发生；重叠",,,六级,2
overload,.əuvə'ləud,v./n.,"超载, 过载, 超过负荷；超载, 负荷过多",,,六级,2
overlook,.əuvə'luk,v./n.,"俯瞰, 远眺, 没注意到；眺望, 俯瞰到的景色",,,六级,1
overnight,'əuvənait,n./adj./adv.,"前一天晚上, 一夜的逗留；通宵的, 晚上的, 前夜的；在前一夜, 整夜, 昨晚一晚上",,,六级,1
overseas,'əuvə'si:z,adj./adv.,"海外的, 国外的；在海外, 在国外",,,六级,1
overt,'əuvə:t,adj.,"明显的, 公然的, 蓄意的；明显的, 公开的",,,六级,2
overtake,.əuvə'teik,v.,"赶上, 突然降临于, 压倒, 代替",,,六级,2
overthrow,.əuvə'θrəu,n./v.,"推翻, 瓦解, 倾覆；打倒, 推翻, 倾覆",,,六级,2
overtime,'əuvətaim,n./adj./adv./v.,"超时, 加班, 延长时间；超时的, 加班的；加班地；使超过时间",,,六级,2
overwhelm,.əuvə'hwelm,v.,"淹没, 受打击, 制服, 压倒, 使不知所措；打翻, 倾覆, 覆盖",,,六级,2
overwhelming,.əuvə'hwelmiŋ,adj.,"压倒性的, 无法抵抗的",,,六级,1
owe,əu,v.,"亏欠, 负...债, 归功于, 怀有, 应给予, 感恩；欠钱",,,六级,1
owl,aul,n.,猫头鹰；走私,,,六级,1
owner,'əunə,n.,"拥有者, 物主, 所有人；所有者, 物主, 业主",,,六级,1
ownership,'əunəʃip,n.,"所有权, 物主身份；所有权, 所有制",,,六级,1
ox,ɒks,n.,牛,,,六级,2
oxide,'ɒksaid,n.,氧化物；氧化物,,,六级,2
oxidize,'ɒksidaiz,v.,"使氧化, 使生锈；氧化",,,六级,2
oyster,'ɒistə,n.,"牡蛎, 蚝, 沉默者",,,六级,2
pace,peis,n./v.,"速度, 步调, 步法；踱步, 缓慢走；用步测, 踱步于",,,六级,1
pacific,pə'sifik,n./adj.,"太平洋；太平洋的, 太平洋沿岸的, 爱好和平的, 安静的, 平息的",,,六级,1
package,'pækidʒ,n./v./adj.,"包裹, 套装软件, 包, 包装用物, 程序包；包装, 打包；一揽子的；包, 软件包, 包装",,,六级,1
packet,'pækit,n./v.,"小包, 一批信件, 大量, 信息包；打包, 装进小包；分组, 分组报文, 数据分组",,,六级,1
pad,pæd,n./v.,"填补, 衬垫, 印色盒, 路；填补, 走, 夸大；步行；焊接点; 包装配/拆卸",,,六级,2
pail,peil,n.,"桶, 提桶",,,六级,2
pain,pein,n./v.,"痛苦, 疼痛, 辛苦；使痛苦, 痛苦；作痛, 疼",,,六级,1
painful,'peinful,adj.,"痛苦的, 困难的, 令人烦恼的；疼痛的",,,六级,1
painting,'peintiŋ,n.,"画, 绘画, 油漆；涂漆",,,六级,1
pal,pæl,n./v.,"朋友, 伙伴, 同志, 同谋；交友, 结伴",,,六级,2
pale,peil,n./adj./v.,"栅栏, 界线, 范围；苍白的, 暗淡的, 无力的；变苍白, 变暗, 失色；使变苍白, 使失色, 用栅栏围",,,六级,1
palm,pɑ:m,n./v.,"手掌, 棕榈, 胜利；与...握手, 藏...于掌中",,,六级,1
pamphlet,'pæmflit,n.,"小册子, 活页文选",,,六级,2
pan,pæn,n./v.,"平锅, 浅盘, 盆地, 硬土层, 拍摄全景；上下左右移动, 摇镜头, 淘洗, 淘金",,,六级,1
pane,pein,n./v.,"窗玻璃, 方框, 方格, 窗格；嵌窗玻璃于；窗格",,,六级,2
panel,'pænl,n./v.,"嵌板, 仪表板, 专题讨论小组, 全体陪审员；嵌镶板",,,六级,1
panic,'pænik,n./adj./v.,"恐慌, 惊慌；惊慌的, 没有理由的, 恐慌的；使惊慌, 使狂热；惊慌",,,六级,1
pant,pænt,n./v.,"喘息, 悸动；喘息, 渴望；气喘吁吁地说",,,六级,2
panther,'pænθə,n.,"豹, 黑豹, 美洲豹",,,六级,2
pantry,'pæntri,n.,"餐具室, 食品室",,,六级,2
pants,pænts,n.,"裤子, 长裤, 短衬裤, 女式运动短裤",,,六级,2
parachute,'pærəʃu:t,n./v.,降落伞；跳伞,,,六级,2
parade,pə'reid,n./v.,"游行, 炫耀, 阅兵；游行, 炫耀, (使)列队行进",,,六级,1
paradise,'pærədais,n.,"天堂, 乐园, 伊甸园",,,六级,2
paradox,'pærədɒks,n.,"似非而是的论点, 自相矛盾的话, 悖论, 怪人怪事；佯谬",,,六级,2
paradoxically,,adv.,"反论, 荒谬, 自相矛盾, 似非而可能是",,,六级,2
paragraph,'pærəgrɑ:f,n./v.,"段落, 短评；将...分段, 分段落；写短讯；段落",,,六级,1
parallel,'pærəlel,n./adj./v.,"平行, 对比, 相匹敌之物；平行的, 相似的；与...平行, 与...相似, 相比, 使平行；并联; 并行",,,六级,1
paralyse,'pærəlais,v.,"使麻痹, 使瘫痪, 使无力, 使气馁, 终止；使麻痹, 使瘫痪",,,六级,2
paralysis,pə'rælisis,n.,"麻痹, 停顿, 瘫痪；麻痹, 瘫痪",,,六级,2
paralyze,'pærəlaiz,v.,"使瘫痪, 使麻痹；使麻痹, 使瘫痪",,,六级,2
parameter,pə'ræmitə,n.,"参变数, 参变量, 参数, 参量；参量; 参数",,,六级,1
parcel,'pɑ:sl,n./v./adj./adv.,"包裹, 部分, 片；分配, 打包；部分的；局部地",,,六级,1
parliament,'pɑ:ləmənt,n.,"国会, 议会；会议, 国会, 议院",,,六级,1
partial,'pɑ:ʃəl,adj./n.,"部分的, 偏袒的, 偏爱的；分音",,,六级,1
partially,'pɑ:ʃəli,adv.,"部分地, 一部分地, 不公平地",,,六级,1
participant,pɑ:'tisipənt,n./adj.,"参加者, 参与者；有份的, 参加的, 参与的",,,六级,1
participate,pɑ:'tisipeit,v.,"参加, 分享, 参与, 带有；分享, 分担",,,六级,1
particle,'pɑ:tikl,n.,"颗粒, 粒子, 质点, 极小量；粒子; 质点",,,六级,1
particular,pə'tikjulə,n./adj.,"一项(或条、点), 个别项目, 详细说明；特别的, 独有的, 挑剔的, 详尽的",,,六级,1
particularly,pə'tikjjləli,adv.,"特别, 格外, 尤其, 详细地, 细致地",,,六级,1
partition,pɑ:'tiʃən,n./v.,"分割, 隔离物, 隔墙, 财产分割；区分, 瓜分, 隔开, 分割；分区; 划分",,,六级,2
partly,'pɑ:tli,adv.,"部分地, 在一定程度上",,,六级,1
partner,'pɑ:tnə,n./v.,"合伙人, 股东, 伙伴, 伴侣；与...合伙, 组成一对；做伙伴, 当助手",,,六级,1
passenger,'pæsindʒə,n.,"乘客, 旅客；乘客, 旅客",,,六级,1
passion,'pæʃən,n.,"激情, 酷爱, 热爱, 强烈感情, 耶稣受难(故事)",,,六级,1
passive,'pæsiv,adj.,"消极的, 被动的, 冷漠的, 顺从的, 无源的；被动的",,,六级,1
paste,peist,n./v.,"面团, 面食, 浆糊, 糊状物, 粘贴, 用拳重击；用浆糊粘, 张贴, 狠狠地打；粘贴",,,六级,2
pastime,'pæstaim,n.,"消遣, 娱乐, 游戏",,,六级,2
pasture,'pæstʃə,n./v.,"牧场, 草地, 牧草；放牧；吃草",,,六级,2
pat,pæt,n./v./adv./adj.,"轻拍；轻拍；适时, 正好, 恰好, 毫不迟疑, 熟记地；恰好的, 合适的, 熟练的, 坚定的, 人为的",,,六级,1
patch,pætʃ,n./v.,"片, 补缀, 碎片, 斑, 傻瓜；补缀, 掩饰, 拼凑, 平息；修补; 拼凑",,,六级,1
patent,'pætnt. 'peitnt,n./adj./v.,"专利权, 许可证, 执照, 专利品, 素质；专利的, 特许的, 显著的, 新奇的；取得...的专利权, 请准专利",,,六级,1
path,pɑ:θ,n.,"路径, 小路, 道路, 途径, 路线, 轨道；路径; DOS内部命令:设定DOS读取程序的路径",,,六级,1
pathetic,pə'θetik,adj.,"悲哀的, 可怜的, 感伤的, 差劲的；感情的",,,六级,2
patience,'peiʃəns,n.,"耐性, 忍耐",,,六级,1
patient,'peiʃənt,n./adj.,"病人, 承受者；忍耐的, 容忍的, 有耐性的, 坚忍的",,,六级,1
patriot,'peitriət,n.,"爱国者, 爱国主义者",,,六级,2
patriotic,.peitri'ɒtik,adj.,"爱国的, 有爱国心的；爱国的, 有爱国心的",,,六级,2
patrol,pə'trəul,n./v.,"巡逻, 巡逻员, 侦察队；巡逻, 巡视",,,六级,2
patron,'peitrən,n.,"赞助人, 顾客, 保护人；保护人, 庇护人, 赞助人",,,六级,2
pattern,'pætən,n./v.,"模范, 典型, 式样, 样品, 图案, 格调, 模式；模仿, 仿造, 以图案装饰；形成图案；模式, 图案",,,六级,1
pause,pɒ:z,n./v.,"暂停, 中止, 停顿, 间歇, 踌躇, 休止符；暂停, 中止, 停顿, 踌躇；DOS内部命令:暂时停止批处理文件的执行",,,六级,1
pave,peiv,v.,"铺设, 安排, 铺满, 为...铺路；铺设",,,六级,2
pavement,'peivmənt,n.,"路面, 人行道, 铺面路, 铺路材料",,,六级,1
paw,pɒ:,n./v.,"爪；以蹄扒地, 用爪子抓, 拼命抓, 向...乱抓, 笨拙地使用, 费力地前进",,,六级,2
payment,'peimənt,n.,"付款, 支付的款项(或实物), 偿还, 报应, 惩罚；支付, 缴纳, 支付款额",,,六级,1
payoff,'peiɒf,n./adj.,"发工资, 分赃, 贿赂, 盈利, 报酬, 报应, 结果, 高潮, 决定因素；决定性的, 产生结果的, 支付的",,,六级,2
pea,pi:,n.,"豌豆, 似豌豆的东西",,,六级,2
peaceful,'pi:sful,adj.,"平静的, 和平的, 和平时期的, 爱好和平的, 喜爱安静的；和平的, 爱好和平的, 和平时期的",,,六级,1
peach,pi:tʃ,n./v.,"桃子, 桃树, 桃色, 美人儿, 极好的事物；告发；告密, 检举",,,六级,2
peacock,'pi:kɒk,n./v.,"孔雀, 好炫耀的人；炫耀, 神气活现地行走",,,六级,2
peak,pi:k,n./adj./v.,"山峰, 巅, 山顶, 顶点, 尖峰, 帽舌；最高的, 最大值的；到达最高点, 消瘦, 变憔悴, 逐渐缩小；使竖起, 使达到最高点",,,六级,1
pear,pєə,n.,"梨子, 梨树, 梨木；梨木",,,六级,2
pearl,pə:l,n./v.,"珍珠, 珠灰色, 杰出者, 珍贵之物；用珍珠镶, 使成珠状；成珠子状, 采珍珠, 用珍珠做",,,六级,2
peasant,'peznt,n.,"农夫, 乡下人",,,六级,1
pebble,'pebl,n.,"小圆石, 小鹅卵石, 水晶透镜, 碎石花纹；小石",,,六级,2
peck,pek,n./v.,"配克(英美干量单位), 啄痕, 啄食, 许多；啄, 啄食, 琢, 凿成, 扔；啄, 吹毛求疵, 啄食, 勉强吃；取数",,,六级,2
peculiar,pi'kju:ljə,adj./n.,"奇特的, 罕见的, 特殊的, 特别的；特有财产, 特权",,,六级,1
peculiarity,pi.kju:li'æriti,n.,"特质, 特性, 怪癖",,,六级,2
pedal,'pedl,n./adj./v.,"踏板, 脚蹬子；脚的, 脚踏的；用脚踏动；踩踏板, 骑车",,,六级,2
pedestrian,pə'destriən,n./adj.,"行人, 步行者；人行的, 徒步的, 呆板的, 通俗的, 平淡无奇的",,,六级,2
pedlar,'pedlə,n.,"沿街叫卖的小贩, (流言)传播者；小贩, 商贩, 货郎",,,六级,2
peel,pi:l,n./v.,"皮, 外壳；削...皮, 剥去...的壳；蜕皮, 剥落, 脱皮, 脱去衣服",,,六级,2
peep,pi:p,n./v.,"一瞥, 偷看, 不完全的景象, 初现, 吱吱声, 嘀咕抱怨声, 汽车喇叭声；窥视, 出现, 吱吱叫；使隐约显现",,,六级,2
peer,piə,n./v.,"同等的人, 匹敌, 贵族；凝视, 窥视, 费力地看, 隐现；与...同等, 封为贵族",,,六级,1
penalty,'penəlti,n.,"处罚, 刑罚, 罚款, 罚球, 报应, 不利结果, 妨碍；罚金(款), 违约金",,,六级,1
pendulum,'pendʒələm,n.,"钟摆, 摇锤, 摇摆不定的事态(或局面)；摆",,,六级,2
penetrate,'penitreit,v.,"穿透, 刺穿, 渗透, 看穿, 洞察, 了解, 使充溢；刺入, 看穿, 渗透, 打进",,,六级,2
penetration,.peni'treiʃən,n.,"穿透, 渗透, 侵入, 识穿, 洞察(力)；渗入",,,六级,2
peninsula,pi'ninsjulə,n.,"半岛, 突出的地方, 伊比利亚半岛",,,六级,2
penny,'peni,n.,"便士, 一分, 小钱, 点滴；便士",,,六级,1
pension,'penʃən,n./v.,"养老金, 退休金, 津贴, 年金, 抚恤金, 膳宿学校, 膳宿费；发给退休金, 用津贴拉拢",,,六级,1
pepper,'pepə,n.,"胡椒粉, 胡椒, 辣椒；胡椒; 辣椒; 花椒",,,六级,2
perceive,pə'si:v,v.,"感觉, 认知, 理解, 意识到",,,六级,1
percent,pə'sent,n.,"百分比, 百分数, 部分；百分率",,,六级,1
percentage,pə'sentidʒ,n.,"百分比, 比率, 部分, 可能性；百分比",,,六级,1
perception,pə'sepʃən,n.,"知觉, 感觉, 领悟力, 获取；知觉",,,六级,1
perch,pə:tʃ,n./v.,"栖木, 高位, 杆, 河鲈；(使)栖息, 就位, 位于, (使)暂歇",,,六级,2
perfection,pə'fekʃən,n.,"完美, 完成, 极端；完整性",,,六级,2
perfectly,'pə:fiktli,adv.,"完全地, 无瑕疵地, 完整地",,,六级,1
perform,pə'fɒ:m,v.,"进行, 履行, 完成, 执行, 表演；行动, 工作, 执行, 演出",,,六级,1
performance,pə'fɒ:məns,n.,"施行, 工作情况, 成绩, 行为, 表现, 演出；绩效, 性能",,,六级,1
perfume,'pə:fju:m,n./v.,"香水, 香气, (悦人的)气氛, 美名；洒香水于, 薰香, 使充满香气",,,六级,2
perhaps,pə'hæps,adv.,"也许, 大概",,,六级,1
peril,'peril,n./v.,"危险, 冒...之险, 险境, 险因；置...于险境, 冒险, 危及",,,六级,2
perimeter,pə'rimitə,n.,"周长, 周界, 边缘；周, 周边, 周界线; 周长; 视野计",,,六级,2
period,'piəriəd,n./adj./int.,"时期, 节段, 节, 句点, 学时, 周期；当时特有的, 过去某段时期的；就是这话, 就是这么回事",,,六级,1
periodic,.piəri'ɒdik,adj.,"周期的, 定期的, 间歇(性)的, 循环的, 用完整句的, 高碘的；周期性的",,,六级,2
periodical,.piəri'ɒdikl,n./adj.,"期刊；定期出版的, (有关)期刊的, 间歇(性的), 周期的, 定期的",,,六级,2
peripheral,pə'rifərəl,adj.,"周边的, 周围的, 圆周的, 无关紧要的, 肤浅的；外周的, 周围的, 末梢的",,,六级,2
perish,'periʃ,v.,"毁灭, 丧生, 凋谢, 颓丧, 死亡, 腐烂；毁坏, 使麻木, 使丧生, 耗尽",,,六级,2
permanent,'pə:mənənt,adj./n.,"永久的, 不变的, 固定的, 持久的；烫发；永久的",,,六级,1
permanently,'p\\\\:məntli,adv.,"永久, 不变, 持久；永久性的",,,六级,1
permeate,'pə:mieit,v.,"弥漫, 渗透, 充满, 影响, 感染；透入, 散布",,,六级,2
permissible,pə'misəbl,adj.,"可允许的, 可容许程度的；容许, 允许",,,六级,2
permission,pə'miʃən,n.,"许可, 允许；许可, 认可",,,六级,1
permit,pə'mit,n./v.,"许可证, 许可, 执照, 通行证；允许, 容许, 可能, 使放手做；容许, 给以机会, 提供可能",,,六级,1
perpendicular,.pə:pən'dikjulə,n./adj.,"垂直线, 垂直的位置, 直立(姿势), 刚正, 垂规；垂直的, 直立的, 陡峭的",,,六级,2
perpetual,pə'petʃuəl,adj.,"永久的, 不断的, 无期限的, 没完没了的, 四季开花的；永远的, 终身的, 持续的",,,六级,2
perplex,pə'pleks,v.,"使困惑, 使复杂化, 使为难；困惑, 使复杂化, 使纠缠不清",,,六级,2
persecute,'pə:sikju:t,v.,"迫害, 虐待, 困扰, 同...捣乱；迫害, 虐待, 烦扰",,,六级,2
persevere,.pə:si'viə,v.,"坚持, 孜孜不倦, 不屈不挠, (辩论中)固执己见",,,六级,2
persist,pə'sist,v.,"坚持, 固执, 持续, 坚称；持续",,,六级,1
persistence,pə'sistəns,n.,"固执, 坚持不懈, 持续(性), 存留(状态)；持久",,,六级,2
persistent,pə'sistənt,adj.,"固执的, 坚持的, 持续的, 作用持久的；坚持的, 固执的, 持续的",,,六级,1
personal,'pə:snl,adj.,"私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的；人的; 个人的, 自身的",,,六级,1
personality,.pə:sə'næliti,n.,"个性, 人格, (团体、地方、国家)特有特性, 名人；人格; 个性",,,六级,1
personnel,.pə:sə'nel,n.,"人员, 人事部门, 人事科(处)；人事, 全体人员, 职工",,,六级,1
perspective,pə'spektiv,n./adj.,"远景, 透视感, (观察问题的)视角, 透视法, 看法, 透视图；透视的, 透视法的；透视",,,六级,1
perspiration,.pə:spə'reiʃən,n.,"汗, 流汗, 努力；出汗; 汗",,,六级,2
persuade,pə'sweid,v.,"劝, 使相信, 恳求, 敦促, 说服；劝服, 被说服",,,六级,1
persuasion,pə'sweiʒən,n.,"说服, 信念, 派别, 说服力",,,六级,2
pertinent,'pə:tinənt,adj.,"相关的, 中肯的, 切题的；恰当的, 有关的",,,六级,2
pessimistic,.pesi'mistik,adj.,"悲观的, 厌世的, 悲观主义的",,,六级,2
pest,pest,n.,"令人讨厌之物, 有害之物, 害虫, 瘟疫；鼠疫, 瘟疫",,,六级,2
pet,pet,n./adj./v.,"宠物, 受宠爱的人, 宠坏的孩子, 不悦, 生气；宠爱的, 表示亲昵的, 养着观赏的, 特别珍爱的, 格外的；宠爱, 溺爱, 抚摸；拥抱, 爱抚, 生气, 发脾气",,,六级,1
petition,pi'tiʃən,n./v.,"请愿, 诉状, 陈情书, 申请, 祈求, 祷文；正式请求, 恳求, 请愿",,,六级,1
petrol,'petrəl,n.,"汽油；汽油, 挥发油, 石油",,,六级,1
petroleum,pə'trəuliəm,n.,石油；石油,,,六级,2
petty,'peti,adj.,"琐碎的, 小规模的, 小气的, 委琐的；小额的, 微小的, 小规模的",,,六级,2
phase,feiz,n./v.,"时期, 局面, 方面, 位相, 相, 阶段；使调整相位, 使定相, 使一致, 逐步执行, 实行；阶段",,,六级,1
phenomenon,fi'nɒminən,n.,"现象, 迹象, 表现, 奇迹, 奇才；现象",,,六级,1
philanthropic,fi'lænθrəpic,adj.,"慈善(事业)的, 博爱的, 乐善好施的；博爱的, 仁慈的, 慈善事业的",,,六级,2
philanthropy,fi'lænθrəpi,n.,"慈善, 仁慈, 博爱, 慈善事业, 慈善机构(团体)",,,六级,2
philosopher,fi'lɒsəfə,n.,"哲学家, 哲人, 思想开创人, 达观的人；哲学家, 哲学研究者",,,六级,1
philosophy,fi'lɒsəfi,n.,"哲学, 人生观, 哲学思想, 哲理, 基本原理, 见解, 达观, 沉着",,,六级,1
photoelectric,.fəutəui'lektrik,adj.,"光电的, 灯光摄影装置的；光电的",,,六级,3
photograph,'fəutəgrɑ:f,n./v.,"相片, 照片, 逼真的描绘；照相, 摄影",,,六级,1
photographic,.fəutə'græfik,adj.,"照相的, 摄影用的, 详细记录的, 逼真的, 酷似的",,,六级,2
photography,fə'tɒgrəfi,n.,"摄影, 摄影术；照相术",,,六级,2
phrase,freiz,n./v.,"惯用语, 词组, 成语, 措词, 乐句；用短语表达, 把(乐曲)分成短句；短语",,,六级,1
physical,'fizikl,adj./n.,"身体的, 物质的, 自然的, 物理学的, 好色的；体格检查",,,六级,1
physically,'fizikli,adv.,"按自然规律, 完全地, 实际上, 真正地, 身体上地",,,六级,1
physician,fi'ziʃən,n.,"医师, 内科医师, 解除痛苦者；主治医师",,,六级,2
physicist,'fizisist,n.,"物理学家, 机械唯物论者, 自然科学家；菲西克氏手术(虹膜圆片切除)",,,六级,2
physics,'fiziks,n.,"物理学, 物理过程, 物理现象；物理; 物理学",,,六级,1
physiological,.fiziə'lɒdʒikl,adj.,"生理学的, 生理学上的, 生理机能的；生理学的, 生理的",,,六级,2
pickle,'pikl,n./v.,"盐卤, 腌汁, 泡菜, 困境, 讨厌鬼；腌制, 酸洗, 葬送(机会等), 泡",,,六级,2
pier,piə,n.,"码头, 桥墩, 支框, 防波堤；桥基, 基牙",,,六级,2
pierce,piəs,v.,"刺穿, 穿透, 打眼于, 洞悉, (声音)响彻, (亮光)照进, 深深地打动；刺入, 穿入, 透入, 进入",,,六级,2
pigeon,'pidʒin,n.,"鸽子, 易上当受骗的人, 年轻女子",,,六级,2
pile,pail,n./v.,"堆, 大堆, 大厦, 建筑群, 电池, 大量, 桥桩, 软毛, 痔疮；堆起, 堆积, 积累, 挤, 猛烈攻击；堆于, 累积, 堆叠, 打桩于, 用桩支撑",,,六级,1
pilgrim,'pilgrim,n./v.,"旅行者, 朝圣者, 香客；朝圣",,,六级,2
pill,pil,n./v.,"药丸, 弹丸, 屈辱, 胡说；做成药丸, 形成丸状, 服药丸, 挫败, 抢劫",,,六级,1
pillar,'pilə,n.,"柱子, 栋梁, 台柱, 重要的支持者；柱, 脚",,,六级,2
pillow,'piləu,n./v.,"枕头, 靠垫, 枕状岩；作...的枕头, 垫, 枕于；靠在枕上",,,六级,2
pilot,'pailət,n./v./adj.,"飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人；领航, 驾驶, 引导, 试用；引导的, 控制的, 试点的；引导",,,六级,1
pin,pin,n./v./adj.,"大头针, 针, 别针, 栓, 销子, 图钉, 插头, 管脚, 品(液量单位)；将...用针别住, 钉住, 压住, 牵制, 使不能动, 归罪于；针的, 销子的, 闩的",,,六级,1
pinch,pintʃ,n./v.,"捏, 拧, 撮, 少量, 收缩, 挤压, 夹痛, 苦恼, 逮捕, 指控, 匮乏, 紧急关头；捏, 拧, 掐, 挤压, 修剪, 使困苦, 使萎缩, 节制, 少量加入, 逮捕, 勒索；收缩, 节省, 挤压, 引起苦恼",,,六级,2
pine,pain,n./v.,"松树, 松木；消瘦, 憔悴, 痛苦, 怀念, 渴望；邮件程序",,,六级,2
pineapple,'pain.æpl,n.,"凤梨, 菠萝, 失业救济金；凤梨, 波萝",,,六级,2
pink,piŋk,n./adj./v.,"粉红色, 石竹花, 化身, 典范, 头面人物, 极度；粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的；刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色；变粉红色",,,六级,1
pint,paint,n.,"品脱(干量或液量的单位)；量磅, 品脱",,,六级,1
pious,'paiəs,adj.,"虔诚的, 敬神的, 尽责的, 可嘉的, 不可能实现的",,,六级,2
pipe,paip,n./v.,"管, 导管, 输送管, 管状器官, 声带, 尖细的声音, 烟斗, 笛, 管乐器；以管输送, 吹哨子, 吹奏, 尖声唱；吹笛, 尖叫, 吹长哨发令；管道",,,六级,1
pipeline,'paiplain,n.,"管道, 传递途径；管路; 管线",,,六级,2
pirate,'paiərət,n./v.,"海盗, 盗印者, 侵犯专利权者；盗印, 掠夺, 翻印；做海盗, 从事劫掠",,,六级,2
pistol,'pistl,n./v.,"手枪, 信号枪；以手枪杀死(或伤害)",,,六级,2
piston,'pistən,n.,"活塞, 活塞阀键；活塞(如注射器的)",,,六级,2
